ligand,receptor,ligand_uniprot,receptor_uniprot,y,set
CCL2,TSBP1,P13500,Q5SRN2,0,test
CCL2,SLC7A8,P13500,Q9UHI5,0,test
CCL2,MFSD14C,P13500,Q5VZR4,0,test
CCL2,SYNE2,P13500,Q8WXH0,0,test
CCL20,CXCR3,P78556,P49682,1,test
CCL20,CCR6,P78556,P51684,1,test
CCL20,ADRA2A,P78556,P08913,1,test
CCL20,MTNR1A,P78556,P48039,1,test
CCL20,GRM7,P78556,Q14831,1,test
CCL20,TMEM198,P78556,Q66K66,0,test
CCL20,FFAR2,P78556,O15552,0,test
CCL20,PLA2G4E,P78556,Q3MJ16,0,test
CCL20,SORCS3,P78556,Q9UPU3,0,test
CCL20,PICALM,P78556,Q13492,0,test
CCL28,ACKR2,Q9NRJ3,O00590,1,test
CCL28,CCR3,Q9NRJ3,P51677,1,test
CCL28,ADRA2A,Q9NRJ3,P08913,1,test
CCL28,MTNR1A,Q9NRJ3,P48039,1,test
CCL28,CCR10,Q9NRJ3,P46092,1,test
CCL28,GRM7,Q9NRJ3,Q14831,1,test
CCL28,OR5AK2,Q9NRJ3,Q8NH90,0,test
CCL28,ROCK1,Q9NRJ3,Q13464,0,test
CCL28,TAOK2,Q9NRJ3,Q9UL54,0,test
CCL28,TLR5,Q9NRJ3,O60602,0,test
CCL28,CIP2A,Q9NRJ3,Q8TCG1,0,test
CCL28,FCGR2B,Q9NRJ3,P31994,0,test
CCL3L3,CCR5,P16619,P51681,1,test
CCL3L3,ACKR2,P16619,O00590,1,test
CCL3L3,UPK3B,P16619,Q9BT76,0,test
CCL3L3,KCNJ2,P16619,P63252,0,test
CD58,CD2,P19256,P06729,1,test
CD58,OR10G7,P19256,Q8NGN6,0,test
CD5L,CD5,O43866,P06127,1,test
CD5L,SLC27A2,O43866,O14975,0,test
CGB5,LHCGR,P0DN86,P22888,1,test
CGB5,OR10A7,P0DN86,Q8NGE5,0,test
COL11A1,ITGB1,P12107,P05556,1,test
COL11A1,DDR1,P12107,Q08345,1,test
COL11A1,ITGA2,P12107,P17301,1,test
COL11A1,TRBV11-2,P12107,A0A584,0,test
COL11A1,FZD1,P12107,Q9UP38,0,test
COL11A1,INPPL1,P12107,O15357,0,test
CP,SLC40A1,P00450,Q9NP59,1,test
CP,CAMKV,P00450,Q8NCB2,0,test
CRH,ADCYAP1R1,P06850,P41586,1,test
CRH,ADRB2,P06850,P07550,1,test
CRH,CRHR2,P06850,Q13324,1,test
CRH,GPR84,P06850,Q9NQS5,1,test
CRH,PTH1R,P06850,Q03431,1,test
CRH,VIPR1,P06850,P32241,1,test
CRH,GPR20,P06850,Q99678,1,test
CRH,MC2R,P06850,Q01718,1,test
CRH,CRHR1,P06850,P34998,1,test
CRH,ADRB3,P06850,P13945,1,test
CRH,TSHR,P06850,P16473,1,test
CRH,RAMP3,P06850,O60896,1,test
CRH,RAMP2,P06850,O60895,1,test
CRH,CD99L2,P06850,Q8TCZ2,0,test
CRH,SORCS2,P06850,Q96PQ0,0,test
CRH,MAX,P06850,P61244,0,test
CRH,GPR78,P06850,Q96P69,0,test
CRH,HJV,P06850,Q6ZVN8,0,test
CRH,SEPTIN3,P06850,Q9UH03,0,test
CRH,CDON,P06850,Q4KMG0,0,test
CRH,FXYD3,P06850,Q14802,0,test
CRH,KCNQ2,P06850,O43526,0,test
CRH,TAS2R39,P06850,P59534,0,test
CRH,SPIRE1,P06850,Q08AE8,0,test
CRH,SLC16A3,P06850,O15427,0,test
CRH,SDC1,P06850,P18827,0,test
CRISP2,CATSPER1,P16562,Q8NEC5,1,test
CRISP2,MPDU1,P16562,O75352,0,test
CSF3,CSF1R,P09919,P07333,1,test
CSF3,CSF3R,P09919,Q99062,1,test
CSF3,SEL1L3,P09919,Q68CR1,0,test
CSF3,HOMER2,P09919,Q9NSB8,0,test
CTF1,IL6ST,Q16619,P40189,1,test
CTF1,LIFR,Q16619,P42702,1,test
CTF1,CAP2,Q16619,P40123,0,test
CTF1,GPC1,Q16619,P35052,0,test
CTHRC1,FZD5,Q96CG8,Q13467,1,test
CTHRC1,FZD6,Q96CG8,O60353,1,test
CTHRC1,FZD3,Q96CG8,Q9NPG1,1,test
CTHRC1,BROX,Q96CG8,Q5VW32,0,test
CTHRC1,PLPPR5,Q96CG8,Q32ZL2,0,test
CTHRC1,DOCK7,Q96CG8,Q96N67,0,test
CUBN,LRP2,O60494,P98164,1,test
CUBN,FRMPD4,O60494,Q14CM0,0,test
CX3CL1,CX3CR1,P78423,P49238,1,test
CX3CL1,ITGA11,P78423,Q9UKX5,0,test
CXCL1,ADRA2A,P09341,P08913,1,test
CXCL1,CXCR1,P09341,P25024,1,test
CXCL1,MTNR1A,P09341,P48039,1,test
CXCL1,CXCR2,P09341,P25025,1,test
CXCL1,GRM7,P09341,Q14831,1,test
CXCL1,ACKR1,P09341,Q16570,1,test
CXCL1,TSPAN10,P09341,Q9H1Z9,0,test
CXCL1,UNC5D,P09341,Q6UXZ4,0,test
CXCL1,KCNIP3,P09341,Q9Y2W7,0,test
CXCL1,CD2,P09341,P06729,0,test
CXCL1,PCDHGB6,P09341,Q9Y5F9,0,test
CXCL1,OR52D1,P09341,Q9H346,0,test
CXCL10,DPP4,P02778,P27487,1,test
CXCL10,SDC4,P02778,P31431,1,test
CXCL10,CXCR3,P02778,P49682,1,test
CXCL10,CCR3,P02778,P51677,1,test
CXCL10,GRM7,P02778,Q14831,1,test
CXCL10,ADRA2A,P02778,P08913,1,test
CXCL10,MTNR1A,P02778,P48039,1,test
CXCL10,MS4A7,P02778,Q9GZW8,0,test
CXCL10,SLC4A11,P02778,Q8NBS3,0,test
CXCL10,ABCC2,P02778,Q92887,0,test
CXCL10,SERP2,P02778,Q8N6R1,0,test
CXCL10,CCRL2,P02778,O00421,0,test
CXCL10,HLA-DQB1,P02778,P01920,0,test
CXCL10,TM9SF4,P02778,Q92544,0,test
CXCL12,ITGB1,P48061,P05556,1,test
CXCL12,CXCR4,P48061,P61073,1,test
CXCL12,CD4,P48061,P01730,1,test
CXCL12,ACKR3,P48061,P25106,1,test
CXCL12,ADRA2A,P48061,P08913,1,test
CXCL12,AVPR1A,P48061,P37288,1,test
CXCL12,MTNR1A,P48061,P48039,1,test
CXCL12,CCR4,P48061,P51679,1,test
CXCL12,GRM7,P48061,Q14831,1,test
CXCL12,DPP4,P48061,P27487,1,test
CXCL12,SDC4,P48061,P31431,1,test
CXCL12,CXCR3,P48061,P49682,1,test
CXCL12,CD200R1L,P48061,Q6Q8B3,0,test
CXCL12,LMBR1L,P48061,Q6UX01,0,test
CXCL12,KL,P48061,Q9UEF7,0,test
CXCL12,CYRIB,P48061,Q9NUQ9,0,test
CXCL12,MFSD6,P48061,Q6ZSS7,0,test
CXCL12,SLC52A3,P48061,Q9NQ40,0,test
CXCL12,GAS8,P48061,O95995,0,test
CXCL12,TXK,P48061,P42681,0,test
CXCL12,PRTG,P48061,Q2VWP7,0,test
CXCL12,GPR107,P48061,Q5VW38,0,test
CXCL12,OR8D2,P48061,Q9GZM6,0,test
CXCL12,CLDN11,P48061,O75508,0,test
CXCL16,GRM7,Q9H2A7,Q14831,1,test
CXCL16,MTNR1A,Q9H2A7,P48039,1,test
CXCL16,CXCR6,Q9H2A7,O00574,1,test
CXCL16,ADRA2A,Q9H2A7,P08913,1,test
CXCL16,GLIPR1L2,Q9H2A7,Q4G1C9,0,test
CXCL16,SOGA3,Q9H2A7,Q5TF21,0,test
CXCL16,CLDN23,Q9H2A7,Q96B33,0,test
CXCL16,ALDH3B1,Q9H2A7,P43353,0,test
DEFB1,CCR6,P60022,P51684,1,test
DEFB1,GPR20,P60022,Q99678,0,test
DEFB4A,CCR6,O15263,P51684,1,test
DEFB4A,TLR4,O15263,O00206,1,test
DEFB4A,TSPAN8,O15263,P19075,0,test
DEFB4A,LRFN5,O15263,Q96NI6,0,test
DKK2,KREMEN2,Q9UBU2,Q8NCW0,1,test
DKK2,LRP6,Q9UBU2,O75581,1,test
DKK2,CLEC1A,Q9UBU2,Q8NC01,0,test
DKK2,TTC7B,Q9UBU2,Q86TV6,0,test
DLK2,NOTCH1,Q6UY11,P46531,1,test
DLK2,NRP1,Q6UY11,O14786,0,test
DRAXIN,DCC,Q8NBI3,P43146,1,test
DRAXIN,STMN4,Q8NBI3,Q9H169,0,test
EFNA2,EPHA7,O43921,Q15375,1,test
EFNA2,EPHA10,O43921,Q5JZY3,1,test
EFNA2,EPHA3,O43921,P29320,1,test
EFNA2,EPHA1,O43921,P21709,1,test
EFNA2,EPHA5,O43921,P54756,1,test
EFNA2,EPHA4,O43921,P54764,1,test
EFNA2,EPHA6,O43921,Q9UF33,1,test
EFNA2,EPHA2,O43921,P29317,1,test
EFNA2,EPHA8,O43921,P29322,1,test
EFNA2,RP2,O43921,O75695,0,test
EFNA2,KCNMA1,O43921,Q12791,0,test
EFNA2,TRIM72,O43921,Q6ZMU5,0,test
EFNA2,AKT3,O43921,Q9Y243,0,test
EFNA2,ATP6V1B1,O43921,P15313,0,test
EFNA2,RNFT2,O43921,Q96EX2,0,test
EFNA2,TLR4,O43921,O00206,0,test
EFNA2,PDIA6,O43921,Q15084,0,test
EFNA2,MGST3,O43921,O14880,0,test
EFNA3,EPHB6,P52797,O15197,1,test
EFNA3,EPHA7,P52797,Q15375,1,test
EFNA3,EPHA10,P52797,Q5JZY3,1,test
EFNA3,EPHA5,P52797,P54756,1,test
EFNA3,EPHB1,P52797,P54762,1,test
EFNA3,EPHA6,P52797,Q9UF33,1,test
EFNA3,EPHA8,P52797,P29322,1,test
EFNA3,EPHA1,P52797,P21709,1,test
EFNA3,EPHA4,P52797,P54764,1,test
EFNA3,EPHA3,P52797,P29320,1,test
EFNA3,EPHA2,P52797,P29317,1,test
EFNA3,RUSF1,P52797,Q96GQ5,0,test
EFNA3,TESK1,P52797,Q15569,0,test
EFNA3,LPAR6,P52797,P43657,0,test
EFNA3,TAS2R33,P52797,P0DSN6,0,test
EFNA3,PDE6B,P52797,P35913,0,test
EFNA3,TRIM72,P52797,Q6ZMU5,0,test
EFNA3,CD151,P52797,P48509,0,test
EFNA3,SLC39A6,P52797,Q13433,0,test
EFNA3,MLC1,P52797,Q15049,0,test
EFNA3,LRTOMT,P52797,Q8WZ04,0,test
EFNA3,RNF6,P52797,Q9Y252,0,test
EGF,EGFR,P01133,P00533,1,test
EGF,LDLR,P01133,P01130,1,test
EGF,FSHR,P01133,P23945,1,test
EGF,ERBB3,P01133,P21860,1,test
EGF,ADRB2,P01133,P07550,1,test
EGF,CAV1,P01133,Q03135,1,test
EGF,RHBDL2,P01133,Q9NX52,1,test
EGF,ERBB2,P01133,P04626,1,test
EGF,ERBB4,P01133,Q15303,1,test
EGF,NRP1,P01133,O14786,1,test
EGF,AXL,P01133,P30530,1,test
EGF,PLD2,P01133,O14939,1,test
EGF,LRP2,P01133,P98164,1,test
EGF,SLC28A1,P01133,O00337,0,test
EGF,DLC1,P01133,Q96QB1,0,test
EGF,GFRA4,P01133,Q9GZZ7,0,test
EGF,ARHGAP17,P01133,Q68EM7,0,test
EGF,DOCK4,P01133,Q8N1I0,0,test
EGF,KLRC4,P01133,O43908,0,test
EGF,SLAMF6,P01133,Q96DU3,0,test
EGF,KCNK2,P01133,O95069,0,test
EGF,LRFN1,P01133,Q9P244,0,test
EGF,HCRTR1,P01133,O43613,0,test
EGF,ABR,P01133,Q12979,0,test
EGF,TLN2,P01133,Q9Y4G6,0,test
EGF,OR9Q2,P01133,Q8NGE9,0,test
F7,F3,P08709,P13726,1,test
F7,TTTY13,P08709,Q9BZ97,0,test
FARP2,PLXNA3,O94887,P51805,1,test
FARP2,PLXNA1,O94887,Q9UIW2,1,test
FARP2,PLXNA2,O94887,O75051,1,test
FARP2,PLXNA4,O94887,Q9HCM2,1,test
FARP2,HAS1,O94887,Q92839,0,test
FARP2,CAPN2,O94887,P17655,0,test
FARP2,NMUR1,O94887,Q9HB89,0,test
FARP2,APPL1,O94887,Q9UKG1,0,test
FBLN2,ITGB3,P98095,P05106,1,test
FBLN2,TRBV4-3,P98095,A0A589,0,test
FGF11,FGFR2,Q92914,P21802,1,test
FGF11,FGFR1,Q92914,P11362,1,test
FGF11,FGFR3,Q92914,P22607,1,test
FGF11,FGFR4,Q92914,P22455,1,test
FGF11,NOX1,Q92914,Q9Y5S8,0,test
FGF11,STON1,Q92914,Q9Y6Q2,0,test
FGF11,TRIP10,Q92914,Q15642,0,test
FGF11,GRIK4,Q92914,Q16099,0,test
FGF16,FGFR2,O43320,P21802,1,test
FGF16,FGFR4,O43320,P22455,1,test
FGF16,FGFR3,O43320,P22607,1,test
FGF16,FGFR1,O43320,P11362,1,test
FGF16,PLA2G4E,O43320,Q3MJ16,0,test
FGF16,ARMCX4,O43320,Q5H9R4,0,test
FGF16,CHRNA5,O43320,P30532,0,test
FGF16,TSPAN13,O43320,O95857,0,test
FGF19,FGFR2,O95750,P21802,1,test
FGF19,FGFR1,O95750,P11362,1,test
FGF19,FGFR3,O95750,P22607,1,test
FGF19,KLB,O95750,Q86Z14,1,test
FGF19,FGFR4,O95750,P22455,1,test
FGF19,OR5G3,O95750,P0C626,0,test
FGF19,RAP1A,O95750,P62834,0,test
FGF19,IL1R1,O95750,P14778,0,test
FGF19,TMEM94,O95750,Q12767,0,test
FGF19,RHOG,O95750,P84095,0,test
FGF21,KLB,Q9NSA1,Q86Z14,1,test
FGF21,FGFR4,Q9NSA1,P22455,1,test
FGF21,FGFR3,Q9NSA1,P22607,1,test
FGF21,FGFR1,Q9NSA1,P11362,1,test
FGF21,FGFR2,Q9NSA1,P21802,1,test
FGF21,AKIRIN2,Q9NSA1,Q53H80,0,test
FGF21,TTYH3,Q9NSA1,Q9C0H2,0,test
FGF21,S1PR3,Q9NSA1,Q99500,0,test
FGF21,MRGPRX3,Q9NSA1,Q96LB0,0,test
FGF21,HVCN1,Q9NSA1,Q96D96,0,test
FGF7,FGFR2,P21781,P21802,1,test
FGF7,FGFR4,P21781,P22455,1,test
FGF7,FGFR1,P21781,P11362,1,test
FGF7,FGFR3,P21781,P22607,1,test
FGF7,NRP1,P21781,O14786,1,test
FGF7,CHRNB2,P21781,P17787,0,test
FGF7,PDXP,P21781,Q96GD0,0,test
FGF7,ENO2,P21781,P09104,0,test
FGF7,OR10D3,P21781,Q8NH80,0,test
FGF7,CAMKV,P21781,Q8NCB2,0,test
FLT3LG,FLT3,P49771,P36888,1,test
FLT3LG,PRKD2,P49771,Q9BZL6,0,test
FSHB,ADCYAP1R1,P01225,P41586,1,test
FSHB,TSHR,P01225,P16473,1,test
FSHB,GPR84,P01225,Q9NQS5,1,test
FSHB,RAMP3,P01225,O60896,1,test
FSHB,RAMP2,P01225,O60895,1,test
FSHB,ADRB2,P01225,P07550,1,test
FSHB,PTH1R,P01225,Q03431,1,test
FSHB,VIPR1,P01225,P32241,1,test
FSHB,ADRB3,P01225,P13945,1,test
FSHB,GPR20,P01225,Q99678,1,test
FSHB,FSHR,P01225,P23945,1,test
FSHB,AQP7,P01225,O14520,0,test
FSHB,RAP1A,P01225,P62834,0,test
FSHB,RAB1C,P01225,Q92928,0,test
FSHB,TRDV1,P01225,A0A1B0GX56,0,test
FSHB,EPB41L5,P01225,Q9HCM4,0,test
FSHB,SLC51B,P01225,Q86UW2,0,test
FSHB,OR51G1,P01225,Q8NGK1,0,test
FSHB,PAK1,P01225,Q13153,0,test
FSHB,KCNJ8,P01225,Q15842,0,test
FSHB,CDH26,P01225,Q8IXH8,0,test
FSHB,RAB29,P01225,O14966,0,test
GDF10,ACVR1B,P55107,P36896,1,test
GDF10,DCST2,P55107,Q5T1A1,0,test
GDF11,ACVR2B,O95390,Q13705,1,test
GDF11,ACVR1B,O95390,P36896,1,test
GDF11,BMPR2,O95390,Q13873,1,test
GDF11,BMPR1A,O95390,P36894,1,test
GDF11,BMPR1B,O95390,O00238,1,test
GDF11,ACVR2A,O95390,P27037,1,test
GDF11,GRK6,O95390,P43250,0,test
GDF11,DCX,O95390,O43602,0,test
GDF11,ATP6V1B2,O95390,P21281,0,test
GDF11,PCDHB5,O95390,Q9Y5E4,0,test
GDF11,TAS2R45,O95390,P59539,0,test
GDF11,SLC22A16,O95390,Q86VW1,0,test
GDF5,ROR2,P43026,Q01974,1,test
GDF5,BMPR2,P43026,Q13873,1,test
GDF5,BMPR1B,P43026,O00238,1,test
GDF5,ACVR2A,P43026,P27037,1,test
GDF5,ACVR1,P43026,Q04771,1,test
GDF5,ACVR2B,P43026,Q13705,1,test
GDF5,BMPR1A,P43026,P36894,1,test
GDF5,GRID2,P43026,O43424,0,test
GDF5,PEF1,P43026,Q9UBV8,0,test
GDF5,CHMP6,P43026,Q96FZ7,0,test
GDF5,RGS7,P43026,P49802,0,test
GDF5,TRAV3,P43026,A0A0B4J244,0,test
GDF5,LCA5,P43026,Q86VQ0,0,test
GDF5,SHISAL1,P43026,Q3SXP7,0,test
GDF7,BMPR2,Q7Z4P5,Q13873,1,test
GDF7,BMPR1A,Q7Z4P5,P36894,1,test
GDF7,ACVR2A,Q7Z4P5,P27037,1,test
GDF7,DPEP1,Q7Z4P5,P16444,0,test
GDF7,GLRA1,Q7Z4P5,P23415,0,test
GDF7,SLC5A6,Q7Z4P5,Q9Y289,0,test
GH1,GHR,P01241,P10912,1,test
GH1,PRLR,P01241,P16471,1,test
GH1,SLC2A4,P01241,P14672,0,test
GH1,OR5A1,P01241,Q8NGJ0,0,test
GHRH,ADCYAP1R1,P01286,P41586,1,test
GHRH,GPR20,P01286,Q99678,1,test
GHRH,TSHR,P01286,P16473,1,test
GHRH,GPR84,P01286,Q9NQS5,1,test
GHRH,RAMP3,P01286,O60896,1,test
GHRH,RAMP2,P01286,O60895,1,test
GHRH,ADRB2,P01286,P07550,1,test
GHRH,GHRHR,P01286,Q02643,1,test
GHRH,PTH1R,P01286,Q03431,1,test
GHRH,VIPR1,P01286,P32241,1,test
GHRH,ADRB3,P01286,P13945,1,test
GHRH,CTXN3,P01286,Q4LDR2,0,test
GHRH,TAS2R45,P01286,P59539,0,test
GHRH,TRIM9,P01286,Q9C026,0,test
GHRH,SI,P01286,P14410,0,test
GHRH,EPHA7,P01286,Q15375,0,test
GHRH,LILRB1,P01286,Q8NHL6,0,test
GHRH,SH2D5,P01286,Q6ZV89,0,test
GHRH,THBD,P01286,P07204,0,test
GHRH,DRD1,P01286,P21728,0,test
GHRH,STX1B,P01286,P61266,0,test
GHRH,MBLAC2,P01286,Q68D91,0,test
GNAS,CRHR1,Q5JWF2,P34998,1,test
GNAS,GLP1R,Q5JWF2,P43220,1,test
GNAS,GCGR,Q5JWF2,P47871,1,test
GNAS,ADCY7,Q5JWF2,P51828,1,test
GNAS,TSHR,Q5JWF2,P16473,1,test
GNAS,ADCY8,Q5JWF2,P40145,1,test
GNAS,HTR6,Q5JWF2,P50406,1,test
GNAS,PTGIR,Q5JWF2,P43119,1,test
GNAS,ADCY9,Q5JWF2,O60503,1,test
GNAS,LHCGR,Q5JWF2,P22888,1,test
GNAS,ADCY1,Q5JWF2,Q08828,1,test
GNAS,PTGDR,Q5JWF2,Q13258,1,test
GNAS,VIPR1,Q5JWF2,P32241,1,test
GNAS,ADRB3,Q5JWF2,P13945,1,test
GNAS,AVPR2,Q5JWF2,P30518,1,test
GNAS,ADORA1,Q5JWF2,P30542,1,test
GNAS,TEC,Q5JWF2,P42680,0,test
GNAS,TNMD,Q5JWF2,Q9H2S6,0,test
GNAS,TRBV24-1,Q5JWF2,A0A075B6N3,0,test
GNAS,TMEM68,Q5JWF2,Q96MH6,0,test
GNAS,AMER2,Q5JWF2,Q8N7J2,0,test
GNAS,SLC41A1,Q5JWF2,Q8IVJ1,0,test
GNAS,CD68,Q5JWF2,P34810,0,test
GNAS,SLC14A1,Q5JWF2,Q13336,0,test
GNAS,TMIGD2,Q5JWF2,Q96BF3,0,test
GNAS,PLA2G6,Q5JWF2,O60733,0,test
GNAS,KCNK2,Q5JWF2,O95069,0,test
GNAS,STARD10,Q5JWF2,Q9Y365,0,test
GNAS,FBXO45,Q5JWF2,P0C2W1,0,test
GNAS,SLC19A2,Q5JWF2,O60779,0,test
GNAS,LRRN1,Q5JWF2,Q6UXK5,0,test
GNAS,SLC19A1,Q5JWF2,P41440,0,test
GPC3,LRP1,P51654,Q07954,1,test
GPC3,CD81,P51654,P60033,1,test
GPC3,LRP2,P51654,P98164,1,test
GPC3,IGF1R,P51654,P08069,1,test
GPC3,MAP3K13,P51654,O43283,0,test
GPC3,HAS1,P51654,Q92839,0,test
GPC3,SLC36A3,P51654,Q495N2,0,test
GPC3,OR10A3,P51654,P58181,0,test
GSTM2,RYR2,P28161,Q92736,1,test
GSTM2,KCNK15,P28161,Q9H427,0,test
GUCA2A,GUCY2C,Q02747,P25092,1,test
GUCA2A,ARHGAP10,Q02747,A1A4S6,0,test
HCRT,HCRTR1,O43612,O43613,1,test
HCRT,NPFFR2,O43612,Q9Y5X5,1,test
HCRT,HCRTR2,O43612,O43614,1,test
HCRT,ROBO3,O43612,Q96MS0,0,test
HCRT,FAM92A,O43612,A1XBS5,0,test
HCRT,PLEKHN1,O43612,Q494U1,0,test
HGF,CD44,P14210,P16070,1,test
HGF,SDC1,P14210,P18827,1,test
HGF,ITGB1,P14210,P05556,1,test
HGF,MET,P14210,P08581,1,test
HGF,SDC2,P14210,P34741,1,test
HGF,NRP1,P14210,O14786,1,test
HGF,ST14,P14210,Q9Y5Y6,1,test
HGF,NCMAP,P14210,Q5T1S8,0,test
HGF,OR8U9,P14210,P0C7N5,0,test
HGF,TMEM158,P14210,Q8WZ71,0,test
HGF,CD3G,P14210,P09693,0,test
HGF,RHOB,P14210,P62745,0,test
HGF,PCDH7,P14210,O60245,0,test
HGF,ATP2B1,P14210,P20020,0,test
ICAM2,ITGAM,P13598,P11215,1,test
ICAM2,ITGAL,P13598,P20701,1,test
ICAM2,ITGB2,P13598,P05107,1,test
ICAM2,MLKL,P13598,Q8NB16,0,test
ICAM2,IFT52,P13598,Q9Y366,0,test
ICAM2,BEST4,P13598,Q8NFU0,0,test
IFNA1,IFNAR2,P01562,P48551,1,test
IFNA1,CR2,P01562,P20023,1,test
IFNA1,IFNAR1,P01562,P17181,1,test
IFNA1,KIDINS220,P01562,Q9ULH0,0,test
IFNA1,SLC9A2,P01562,Q9UBY0,0,test
IFNA1,P2RX1,P01562,P51575,0,test
IFNA2,IFNAR1,P01563,P17181,1,test
IFNA2,IFNAR2,P01563,P48551,1,test
IFNA2,LINC00596,P01563,Q86U02,0,test
IFNA2,DOK3,P01563,Q7L591,0,test
IFNA6,IFNAR1,P05013,P17181,1,test
IFNA6,IFNAR2,P05013,P48551,1,test
IFNA6,TRBV11-2,P05013,A0A584,0,test
IFNA6,TRBV6-7,P05013,A0A0A0MS04,0,test
IFNL1,IL10RB,Q8IU54,Q08334,1,test
IFNL1,IFNLR1,Q8IU54,Q8IU57,1,test
IFNL1,FRMD5,Q8IU54,Q7Z6J6,0,test
IFNL1,OR9A4,Q8IU54,Q8NGU2,0,test
IFNL2,IL10RB,Q8IZJ0,Q08334,1,test
IFNL2,IFNLR1,Q8IZJ0,Q8IU57,1,test
IFNL2,ASIC5,Q8IZJ0,Q9NY37,0,test
IFNL2,CDRT15L2,Q8IZJ0,A8MXV6,0,test
IGFL2,IGFLR1,Q6UWQ7,Q9H665,1,test
IGFL2,TM9SF4,Q6UWQ7,Q92544,0,test
IL15,IL15RA,P40933,Q13261,1,test
IL15,IL2RA,P40933,P01589,1,test
IL15,IL2RG,P40933,P31785,1,test
IL15,IL2RB,P40933,P14784,1,test
IL15,SLC6A16,P40933,Q9GZN6,0,test
IL15,TMC5,P40933,Q6UXY8,0,test
IL15,RET,P40933,P07949,0,test
IL15,PALM2,P40933,Q8IXS6,0,test
IL17C,IL17RE,Q9P0M4,Q8NFR9,1,test
IL17C,LINC00301,Q9P0M4,Q8NCQ3,0,test
IL1A,IL1R1,P01583,P14778,1,test
IL1A,IL1RAP,P01583,Q9NPH3,1,test
IL1A,IL1R2,P01583,P27930,1,test
IL1A,LRRC37A,P01583,A6NMS7,0,test
IL1A,ARSB,P01583,P15848,0,test
IL1A,PTK7,P01583,Q13308,0,test
IL1B,SIGIRR,P01584,Q6IA17,1,test
IL1B,IL1R1,P01584,P14778,1,test
IL1B,ADRB2,P01584,P07550,1,test
IL1B,IL1RAP,P01584,Q9NPH3,1,test
IL1B,IL1R2,P01584,P27930,1,test
IL1B,RAB15,P01584,P59190,0,test
IL1B,BSND,P01584,Q8WZ55,0,test
IL1B,GSG1L2,P01584,A8MUP6,0,test
IL1B,MYO1D,P01584,O94832,0,test
IL1B,LRRN2,P01584,O75325,0,test
IL1RN,IL1R1,P18510,P14778,1,test
IL1RN,IL1RL2,P18510,Q9HB29,1,test
IL1RN,IL1R2,P18510,P27930,1,test
IL1RN,SLC5A3,P18510,P53794,0,test
IL1RN,CLSTN1,P18510,O94985,0,test
IL1RN,RXRA,P18510,P19793,0,test
IL21,IL21R,Q9HBE4,Q9HBE5,1,test
IL21,IL2RG,Q9HBE4,P31785,1,test
IL21,TMEM234,Q9HBE4,Q8WY98,0,test
IL21,SEPTIN3,Q9HBE4,Q9UH03,0,test
IL26,IL10RB,Q9NPH9,Q08334,1,test
IL26,IL20RA,Q9NPH9,Q9UHF4,1,test
IL26,RUFY3,Q9NPH9,Q7L099,0,test
IL26,STK11,Q9NPH9,Q15831,0,test
IL34,CSF1R,Q6ZMJ4,P07333,1,test
IL34,OR3A1,Q6ZMJ4,P47881,0,test
IL36B,IL36RN,Q9NZH7,Q9UBH0,1,test
IL36B,IL1RL2,Q9NZH7,Q9HB29,1,test
IL36B,RGS7,Q9NZH7,P49802,0,test
IL36B,MXRA7,Q9NZH7,P84157,0,test
IL5,CSF2RB,P05113,P32927,1,test
IL5,IL5RA,P05113,Q01344,1,test
IL5,GJA9,P05113,P57773,0,test
IL5,LGR5,P05113,O75473,0,test
IRAK4,TLR4,Q9NWZ3,O00206,1,test
IRAK4,TLR7,Q9NWZ3,Q9NYK1,1,test
IRAK4,TLR6,Q9NWZ3,Q9Y2C9,1,test
IRAK4,SUN3,Q9NWZ3,Q8TAQ9,0,test
IRAK4,SLC52A3,Q9NWZ3,Q9NQ40,0,test
IRAK4,FRMD7,Q9NWZ3,Q6ZUT3,0,test
IZUMO1,CD9,Q8IYV9,P21926,1,test
IZUMO1,IZUMO1R,Q8IYV9,A6ND01,1,test
IZUMO1,SLC4A2,Q8IYV9,P04920,0,test
IZUMO1,USP32,Q8IYV9,Q8NFA0,0,test
JAG2,NOTCH4,Q9Y219,Q99466,1,test
JAG2,NOTCH2,Q9Y219,Q04721,1,test
JAG2,NOTCH3,Q9Y219,Q9UM47,1,test
JAG2,NOTCH1,Q9Y219,P46531,1,test
JAG2,SMIM34A,Q9Y219,A8MWV9,0,test
JAG2,PREX1,Q9Y219,Q8TCU6,0,test
JAG2,NTM,Q9Y219,Q9P121,0,test
JAG2,PCDHB10,Q9Y219,Q9UN67,0,test
LAMB2,ITGA3,P55268,P26006,1,test
LAMB2,ITGB4,P55268,P16144,1,test
LAMB2,RPSA,P55268,P08865,1,test
LAMB2,ITGB1,P55268,P05556,1,test
LAMB2,FPR2,P55268,P25090,0,test
LAMB2,CACNA2D4,P55268,Q7Z3S7,0,test
LAMB2,RNF148,P55268,Q8N7C7,0,test
LAMB2,LRFN1,P55268,Q9P244,0,test
LAMC3,ITGA6,Q9Y6N6,P23229,1,test
LAMC3,ITGB1,Q9Y6N6,P05556,1,test
LAMC3,ITGA3,Q9Y6N6,P26006,1,test
LAMC3,ITGB4,Q9Y6N6,P16144,1,test
LAMC3,ITGA2,Q9Y6N6,P17301,1,test
