name,gene,uniprot,location,origin,lr_type
AF-Q9UKV5-F1-model_v4,AMFR,Q9UKV5,Endoplasmic reticulum membrane,c,receptor
AF-Q9UKX5-F1-model_v4,ITGA11,Q9UKX5,Membrane,c,receptor
AF-Q9UKY0-F1-model_v4,PRND,Q9UKY0,Cell membrane,c,ligand
AF-Q9UKY3-F1-model_v4,CES1P1,Q9UKY3,Secreted,u,ligand
AF-Q9UKZ4-F1-model_v4,TENM1,Q9UKZ4,"Cell membrane;Nucleus;Nucleus speckle;Nucleus matrix;Cytoplasm, cytoskeleton;Nucleus;Cytoplasm;Cell membrane",u,receptor
AF-Q9UKZ9-F1-model_v4,PCOLCE2,Q9UKZ9,Secreted,u,ligand
AF-Q9UL19-F1-model_v4,PLAAT4,Q9UL19,Membrane,u,receptor
AF-Q9UL25-F1-model_v4,RAB21,Q9UL25,"Endoplasmic reticulum membrane;Golgi apparatus, trans-Golgi network;Golgi apparatus membrane;Early endosome membrane;Cytoplasmic vesicle membrane;Cleavage furrow;Cell projection, neuron projection",u,receptor
AF-Q9UL26-F1-model_v4,RAB22A,Q9UL26,"Endosome membrane;Cell membrane;Early endosome;Late endosome;Cell projection, ruffle;Cytoplasmic vesicle;Cytoplasmic vesicle, phagosome;Cytoplasmic vesicle, phagosome membrane",u,receptor
AF-Q9UL45-F1-model_v4,BLOC1S6,Q9UL45,Cytoplasm;Membrane,u,receptor
AF-Q9UL51-F1-model_v4,HCN2,Q9UL51,Cell membrane,u,receptor
AF-Q9UL52-F1-model_v4,TMPRSS11E,Q9UL52,Cell membrane;Secreted,u,ligand
AF-Q9UL54-F1-model_v4,TAOK2,Q9UL54,"Cytoplasmic vesicle membrane;Cytoplasm, cytoskeleton;Nucleus;Cell projection, dendrite",u,receptor
AF-Q9UL62-F1-model_v4,TRPC5,Q9UL62,Cell membrane,c,receptor
AF-Q9UL63-F1-model_v4,MKLN1,Q9UL63,"Cytoplasm;Cytoplasm, cytosol;Nucleus, nucleoplasm;Cell projection, ruffle;Cytoplasm, cell cortex;Synapse;Postsynapse",u,receptor
AF-Q9ULB1-F1-model_v4,NRXN1,Q9ULB1,Presynaptic cell membrane,c,receptor
AF-Q9ULB4-F1-model_v4,CDH9,Q9ULB4,Cell membrane,u,receptor
AF-Q9ULB5-F1-model_v4,CDH7,Q9ULB5,Cell membrane,c,receptor
AF-Q9ULC0-F1-model_v4,EMCN,Q9ULC0,Cell membrane;Membrane;Secreted,u,ligand
AF-Q9ULC3-F1-model_v4,RAB23,Q9ULC3,"Cell membrane;Cytoplasm;Cytoplasmic vesicle, autophagosome;Endosome membrane;Cytoplasmic vesicle, phagosome;Cytoplasmic vesicle, phagosome membrane",u,receptor
AF-Q9ULC5-F1-model_v4,ACSL5,Q9ULC5,Mitochondrion;Endoplasmic reticulum;Mitochondrion outer membrane;Endoplasmic reticulum membrane;Cell membrane,u,receptor
AF-Q9ULD2-F1-model_v4,MTUS1,Q9ULD2,"Mitochondrion;Golgi apparatus;Cell membrane;Nucleus;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton, spindle",u,receptor
AF-Q9ULD6-F1-model_v4,INTU,Q9ULD6,"Cytoplasm;Cell surface;Cytoplasm, cytoskeleton, cilium basal body",u,receptor
AF-Q9ULD8-F1-model_v4,KCNH3,Q9ULD8,Membrane,u,receptor
AF-Q9ULF5-F1-model_v4,SLC39A10,Q9ULF5,Membrane,u,receptor
AF-Q9ULH0-F1-model_v4,KIDINS220,Q9ULH0,Membrane;Late endosome,c,receptor
AF-Q9ULH1-F1-model_v4,ASAP1,Q9ULH1,Cytoplasm;Membrane,u,receptor
AF-Q9ULH4-F1-model_v4,LRFN2,Q9ULH4,Membrane;Synapse;Postsynaptic cell membrane,u,receptor
AF-Q9ULI3-F1-model_v4,HEG1,Q9ULI3,Cell membrane;Cell junction;Secreted,u,ligand
AF-Q9ULK0-F1-model_v4,GRID1,Q9ULK0,Cell membrane;Postsynaptic cell membrane,u,receptor
AF-Q9ULK5-F1-model_v4,VANGL2,Q9ULK5,Cell membrane,c,receptor
AF-Q9ULK6-F1-model_v4,RNF150,Q9ULK6,Membrane,u,receptor
AF-Q9ULL4-F1-model_v4,PLXNB3,Q9ULL4,Cell membrane,c,receptor
AF-Q9ULL5-F1-model_v4,PRR12,Q9ULL5,"Nucleus;Postsynaptic density;Synapse, synaptosome",u,receptor
AF-Q9ULP9-F1-model_v4,TBC1D24,Q9ULP9,Cell membrane;Cytoplasm;Cytoplasmic vesicle membrane;Presynapse,u,receptor
AF-Q9ULS6-F1-model_v4,KCNS2,Q9ULS6,Cell membrane,u,receptor
AF-Q9ULT0-F1-model_v4,TTC7A,Q9ULT0,Cytoplasm;Cell membrane,u,receptor
AF-Q9ULT6-F1-model_v4,ZNRF3,Q9ULT6,Cell membrane,c,receptor
AF-Q9ULU8-F1-model_v4,CADPS,Q9ULU8,"Synapse;Cytoplasmic vesicle, secretory vesicle, neuronal dense core vesicle membrane",u,receptor
AF-Q9ULV1-F1-model_v4,FZD4,Q9ULV1,Cell membrane,c,receptor
AF-Q9ULV4-F1-model_v4,CORO1C,Q9ULV4,"Cell membrane;Cell projection, lamellipodium;Cell projection, ruffle membrane;Cytoplasm, cytoskeleton;Cytoplasm, cell cortex;Endosome membrane;Cell membrane, sarcolemma;Cytoplasm, myofibril, sarcomere;Synapse;Cell membrane;Cytoplasm, cytoskeleton;Cytoplasm, cell cortex",u,receptor
AF-Q9ULW2-F1-model_v4,FZD10,Q9ULW2,Cell membrane,c,receptor
AF-Q9ULX5-F1-model_v4,RNF112,Q9ULX5,"Membrane;Membrane;Cytoplasm;Nucleus;Nucleus, nuclear body;Nucleus, nucleoplasm;Endosome;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle;Postsynaptic density;Perikaryon;Cell projection, neuron projection",u,receptor
AF-Q9ULX7-F1-model_v4,CA14,Q9ULX7,Membrane,u,receptor
AF-Q9ULY5-F1-model_v4,CLEC4E,Q9ULY5,"Cell membrane;Cell projection, phagocytic cup",u,receptor
AF-Q9ULZ1-F1-model_v4,APLN,Q9ULZ1,"Secreted;Secreted, extracellular space",c,ligand
AF-Q9ULZ9-F1-model_v4,MMP17,Q9ULZ9,"Cell membrane;Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q9UM01-F1-model_v4,SLC7A7,Q9UM01,Basolateral cell membrane,u,receptor
AF-Q9UM21-F1-model_v4,MGAT4A,Q9UM21,Golgi apparatus membrane;Secreted,u,ligand
AF-Q9UM22-F1-model_v4,EPDR1,Q9UM22,Lysosome lumen;Secreted,u,ligand
AF-Q9UM44-F1-model_v4,HHLA2,Q9UM44,Membrane,u,receptor
AF-Q9UM47-F1-model_v4,NOTCH3,Q9UM47,Cell membrane;Nucleus,c,receptor
AF-Q9UM54-F1-model_v4,MYO6,Q9UM54,"Golgi apparatus, trans-Golgi network membrane;Golgi apparatus;Nucleus;Cytoplasm, perinuclear region;Membrane, clathrin-coated pit;Cytoplasmic vesicle, clathrin-coated vesicle;Cell projection, filopodium;Cell projection, ruffle membrane;Cell projection, microvillus;Cytoplasm, cytosol;Cytoplasmic vesicle, autophagosome;Endosome;Cytoplasmic vesicle, clathrin-coated vesicle membrane;Cytoplasmic vesicle, clathrin-coated vesicle membrane;Cell projection, ruffle membrane",u,receptor
AF-Q9UM73-F1-model_v4,ALK,Q9UM73,Cell membrane,c,receptor
AF-Q9UMD9-F1-model_v4,COL17A1,Q9UMD9,"Cell junction, hemidesmosome;Membrane;Secreted, extracellular space, extracellular matrix, basement membrane;Secreted, extracellular space, extracellular matrix, basement membrane",c,receptor
AF-Q9UMF0-F1-model_v4,ICAM5,Q9UMF0,Membrane,c,ligand
AF-Q9UMR7-F1-model_v4,CLEC4A,Q9UMR7,Cell membrane,u,receptor
AF-Q9UMX0-F1-model_v4,UBQLN1,Q9UMX0,"Cytoplasm;Nucleus;Endoplasmic reticulum;Cytoplasmic vesicle, autophagosome;Cell membrane",u,receptor
AF-Q9UMX3-F1-model_v4,BOK,Q9UMX3,"Mitochondrion membrane;Endoplasmic reticulum membrane;Mitochondrion inner membrane;Cytoplasm;Nucleus;Mitochondrion;Endoplasmic reticulum;Mitochondrion outer membrane;Early endosome membrane;Recycling endosome membrane;Nucleus outer membrane;Golgi apparatus, cis-Golgi network membrane;Golgi apparatus, trans-Golgi network membrane;Membrane;Membrane;Cytoplasm",u,receptor
AF-Q9UMX5-F1-model_v4,NENF,Q9UMX5,"Secreted, extracellular space;Mitochondrion;Endoplasmic reticulum",u,ligand
AF-Q9UMX6-F1-model_v4,GUCA1B,Q9UMX6,"Cell membrane;Photoreceptor inner segment;Cell projection, cilium, photoreceptor outer segment",u,receptor
AF-Q9UMY4-F1-model_v4,SNX12,Q9UMY4,Membrane,u,receptor
AF-Q9UMZ3-F1-model_v4,PTPRQ,Q9UMZ3,Membrane,u,receptor
AF-Q9UN19-F1-model_v4,DAPP1,Q9UN19,Cytoplasm;Membrane,u,receptor
AF-Q9UN36-F1-model_v4,NDRG2,Q9UN36,"Cytoplasm;Cytoplasm, perinuclear region;Cell projection, growth cone",u,receptor
AF-Q9UN66-F1-model_v4,PCDHB8,Q9UN66,Cell membrane,u,receptor
AF-Q9UN67-F1-model_v4,PCDHB10,Q9UN67,Cell membrane,u,receptor
AF-Q9UN70-F1-model_v4,PCDHGC3,Q9UN70,Cell membrane,u,receptor
AF-Q9UN71-F1-model_v4,PCDHGB4,Q9UN71,Cell membrane,u,receptor
AF-Q9UN72-F1-model_v4,PCDHA7,Q9UN72,Cell membrane,u,receptor
AF-Q9UN73-F1-model_v4,PCDHA6,Q9UN73,Cell membrane;Secreted,u,ligand
AF-Q9UN74-F1-model_v4,PCDHA4,Q9UN74,Cell membrane,u,receptor
AF-Q9UN75-F1-model_v4,PCDHA12,Q9UN75,Cell membrane,u,receptor
AF-Q9UN76-F1-model_v4,SLC6A14,Q9UN76,Membrane;Apical cell membrane,u,receptor
AF-Q9UN88-F1-model_v4,GABRQ,Q9UN88,Postsynaptic cell membrane;Cell membrane,u,receptor
AF-Q9UNA0-F1-model_v4,ADAMTS5,Q9UNA0,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q9UNE0-F1-model_v4,EDAR,Q9UNE0,Membrane,c,receptor
AF-Q9UNF0-F1-model_v4,PACSIN2,Q9UNF0,"Cytoplasm;Cytoplasm, cytoskeleton;Cytoplasmic vesicle membrane;Early endosome;Recycling endosome membrane;Cell projection, ruffle membrane;Cell membrane;Cell projection;Membrane, caveola",u,receptor
AF-Q9UNG2-F1-model_v4,TNFSF18,Q9UNG2,Cell membrane,c,ligand
AF-Q9UNI1-F1-model_v4,CELA1,Q9UNI1,Secreted,u,ligand
AF-Q9UNK0-F1-model_v4,STX8,Q9UNK0,Membrane,u,receptor
AF-Q9UNK4-F1-model_v4,PLA2G2D,Q9UNK4,Secreted,u,ligand
AF-Q9UNN8-F1-model_v4,PROCR,Q9UNN8,Membrane,c,receptor
AF-Q9UNQ0-F1-model_v4,ABCG2,Q9UNQ0,Cell membrane;Apical cell membrane;Mitochondrion membrane,u,receptor
AF-Q9UNW8-F1-model_v4,GPR132,Q9UNW8,Cell membrane,u,receptor
AF-Q9UNX9-F1-model_v4,KCNJ14,Q9UNX9,Membrane,u,receptor
AF-Q9UP38-F1-model_v4,FZD1,Q9UP38,Cell membrane,c,receptor
AF-Q9UP52-F1-model_v4,TFR2,Q9UP52,Cell membrane;Cytoplasm,c,receptor
AF-Q9UP65-F1-model_v4,PLA2G4C,Q9UP65,Cell membrane;Endoplasmic reticulum membrane;Mitochondrion membrane;Lipid droplet,u,receptor
AF-Q9UP79-F1-model_v4,ADAMTS8,Q9UP79,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q9UP95-F1-model_v4,SLC12A4,Q9UP95,Membrane,u,receptor
AF-Q9UPC5-F1-model_v4,GPR34,Q9UPC5,Cell membrane,u,receptor
AF-Q9UPI3-F1-model_v4,FLVCR2,Q9UPI3,Cell membrane,u,receptor
AF-Q9UPN3-F1-model_v4,MACF1,Q9UPN3,"Cytoplasm, cytoskeleton;Cytoplasm;Golgi apparatus;Cell membrane;Cell projection, ruffle membrane;Cytoplasm;Golgi apparatus",u,receptor
AF-Q9UPP2-F1-model_v4,IQSEC3,Q9UPP2,Cytoplasm;Postsynaptic density,u,receptor
AF-Q9UPP5-F1-model_v4,KIAA1107,Q9UPP5,"Cell projection, axon;Presynapse;Cytoplasmic vesicle, clathrin-coated vesicle;Nucleus",u,receptor
AF-Q9UPQ7-F1-model_v4,PDZRN3,Q9UPQ7,Synapse;Cytoplasm,u,receptor
AF-Q9UPR5-F1-model_v4,SLC8A2,Q9UPR5,"Cell membrane;Basolateral cell membrane;Perikaryon;Cell projection, dendrite;Cell projection, dendritic spine",u,receptor
AF-Q9UPT5-F1-model_v4,EXOC7,Q9UPT5,"Cytoplasm, cytosol;Cell membrane;Midbody, Midbody ring",u,receptor
AF-Q9UPT6-F1-model_v4,MAPK8IP3,Q9UPT6,"Cytoplasm;Golgi apparatus;Cytoplasmic vesicle;Cell projection, growth cone;Cell projection, axon;Cell projection, dendrite;Cytoplasm, perinuclear region",u,receptor
AF-Q9UPU3-F1-model_v4,SORCS3,Q9UPU3,Membrane,c,receptor
AF-Q9UPU9-F1-model_v4,SAMD4A,Q9UPU9,"Cytoplasm;Cell projection, dendrite;Synapse, synaptosome",u,receptor
AF-Q9UPW8-F1-model_v4,UNC13A,Q9UPW8,Cytoplasm;Cell membrane;Presynaptic cell membrane;Presynaptic active zone,u,receptor
AF-Q9UPX0-F1-model_v4,IGSF9B,Q9UPX0,Postsynaptic cell membrane;Postsynaptic density,u,receptor
AF-Q9UPX6-F1-model_v4,MINAR1,Q9UPX6,Cell membrane,u,receptor
AF-Q9UPX8-F1-model_v4,SHANK2,Q9UPX8,"Apical cell membrane;Cytoplasm;Synapse;Postsynaptic density;Cell projection, growth cone;Cell projection, dendritic spine",c,ligand
AF-Q9UPY5-F1-model_v4,SLC7A11,Q9UPY5,Membrane,u,receptor
AF-Q9UPZ6-F1-model_v4,THSD7A,Q9UPZ6,Cell membrane;Cell projection;Secreted,u,ligand
AF-Q9UPZ9-F1-model_v4,CILK1,Q9UPZ9,"Nucleus;Cytoplasm, cytosol;Cell projection, cilium;Cytoplasm, cytoskeleton, cilium basal body;Cytoplasm",u,receptor
AF-Q9UQ05-F1-model_v4,KCNH4,Q9UQ05,Membrane,u,receptor
AF-Q9UQ07-F1-model_v4,MOK,Q9UQ07,"Cytoplasm;Cell projection, cilium;Nucleus",u,receptor
AF-Q9UQ26-F1-model_v4,RIMS2,Q9UQ26,Cell membrane;Synapse;Presynaptic cell membrane,c,ligand
AF-Q9UQ49-F1-model_v4,NEU3,Q9UQ49,"Cell membrane;Membrane, caveola;Early endosome membrane;Recycling endosome membrane;Lysosome membrane",u,receptor
AF-Q9UQ52-F1-model_v4,CNTN6,Q9UQ52,Cell membrane,u,receptor
AF-Q9UQ72-F1-model_v4,PSG11,Q9UQ72,Secreted,u,ligand
AF-Q9UQ74-F1-model_v4,PSG8,Q9UQ74,Secreted,u,ligand
AF-Q9UQB3-F1-model_v4,CTNND2,Q9UQB3,"Nucleus;Cell junction, adherens junction;Cell projection, dendrite;Perikaryon",u,receptor
AF-Q9UQB8-F1-model_v4,BAIAP2,Q9UQB8,"Cytoplasm;Membrane;Cell projection, filopodium;Cell projection, ruffle;Cytoplasm, cytoskeleton",u,receptor
AF-Q9UQC2-F1-model_v4,GAB2,Q9UQC2,Cytoplasm;Cell membrane,u,receptor
AF-Q9UQC9-F1-model_v4,CLCA2,Q9UQC9,Cell membrane;Basal cell membrane;Cell junction;Secreted,u,ligand
AF-Q9UQD0-F1-model_v4,SCN8A,Q9UQD0,"Cell membrane;Cell projection, axon;Cytoplasmic vesicle",c,receptor
AF-Q9UQF0-F1-model_v4,ERVW-1,Q9UQF0,Cell membrane;Cell membrane;Virion,u,receptor
AF-Q9UQM7-F1-model_v4,CAMK2A,Q9UQM7,"Synapse;Postsynaptic density;Cell projection, dendritic spine;Cell projection, dendrite",u,receptor
AF-Q9UQP3-F1-model_v4,TNN,Q9UQP3,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q9UQQ1-F1-model_v4,NAALADL1,Q9UQQ1,Apical cell membrane,u,receptor
AF-Q9UQV4-F1-model_v4,LAMP3,Q9UQV4,Cell surface;Lysosome membrane;Cytoplasmic vesicle membrane;Early endosome membrane,u,receptor
AF-Q9Y210-F1-model_v4,TRPC6,Q9Y210,Cell membrane,u,receptor
AF-Q9Y215-F1-model_v4,COLQ,Q9Y215,Synapse,c,ligand
AF-Q9Y217-F1-model_v4,MTMR6,Q9Y217,"Cytoplasm;Endoplasmic reticulum-Golgi intermediate compartment;Endoplasmic reticulum;Cell projection, ruffle membrane;Cytoplasm, perinuclear region",u,receptor
AF-Q9Y219-F1-model_v4,JAG2,Q9Y219,Membrane,c,ligand
AF-Q9Y226-F1-model_v4,SLC22A13,Q9Y226,Apical cell membrane,u,receptor
AF-Q9Y228-F1-model_v4,TRAF3IP3,Q9Y228,Cell membrane;Golgi apparatus membrane;Lysosome membrane;Mitochondrion outer membrane,u,receptor
AF-Q9Y230-F1-model_v4,RUVBL2,Q9Y230,"Nucleus matrix;Nucleus, nucleoplasm;Cytoplasm;Membrane;Dynein axonemal particle",u,receptor
AF-Q9Y239-F1-model_v4,NOD1,Q9Y239,Cytoplasm;Cell membrane;Apical cell membrane;Basolateral cell membrane,u,receptor
AF-Q9Y240-F1-model_v4,CLEC11A,Q9Y240,Cytoplasm;Secreted,u,ligand
AF-Q9Y243-F1-model_v4,AKT3,Q9Y243,Nucleus;Cytoplasm;Membrane,u,receptor
AF-Q9Y250-F1-model_v4,LZTS1,Q9Y250,"Cytoplasm;Cell membrane;Cell projection, dendritic spine;Postsynaptic density;Synapse",u,receptor
AF-Q9Y251-F1-model_v4,HPSE,Q9Y251,Lysosome membrane;Secreted;Nucleus,u,ligand
AF-Q9Y252-F1-model_v4,RNF6,Q9Y252,"Nucleus;Cytoplasm;Cell projection, axon;Nucleus, PML body",u,receptor
AF-Q9Y257-F1-model_v4,KCNK6,Q9Y257,Membrane,u,receptor
AF-Q9Y258-F1-model_v4,CCL26,Q9Y258,Secreted,c,ligand
AF-Q9Y263-F1-model_v4,PLAA,Q9Y263,Nucleus;Cytoplasm;Synapse,u,receptor
AF-Q9Y264-F1-model_v4,ANGPT4,Q9Y264,Secreted,c,ligand
AF-Q9Y265-F1-model_v4,RUVBL1,Q9Y265,"Nucleus matrix;Nucleus, nucleoplasm;Cytoplasm;Membrane;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Dynein axonemal particle",u,receptor
AF-Q9Y267-F1-model_v4,SLC22A14,Q9Y267,"Mitochondrion inner membrane;Cell projection, cilium, flagellum membrane",u,receptor
AF-Q9Y271-F1-model_v4,CYSLTR1,Q9Y271,Cell membrane,u,receptor
AF-Q9Y272-F1-model_v4,RASD1,Q9Y272,"Cell membrane;Cytoplasm, perinuclear region;Nucleus",u,receptor
AF-Q9Y275-F1-model_v4,TNFSF13B,Q9Y275,Cell membrane;Secreted,c,ligand
AF-Q9Y277-F1-model_v4,VDAC3,Q9Y277,Mitochondrion outer membrane;Membrane,u,receptor
AF-Q9Y279-F1-model_v4,VSIG4,Q9Y279,Membrane,u,receptor
AF-Q9Y283-F1-model_v4,INVS,Q9Y283,"Cytoplasm;Cytoplasm, cytoskeleton;Cytoplasm, cytoskeleton, spindle;Membrane;Nucleus;Cell projection, cilium",u,receptor
AF-Q9Y286-F1-model_v4,SIGLEC7,Q9Y286,Membrane,u,receptor
AF-Q9Y287-F1-model_v4,ITM2B,Q9Y287,Golgi apparatus membrane;Cell membrane;Endosome membrane;Secreted;Secreted,u,ligand
AF-Q9Y289-F1-model_v4,SLC5A6,Q9Y289,Cell membrane;Cell membrane,u,receptor
AF-Q9Y2A7-F1-model_v4,NCKAP1,Q9Y2A7,"Cell membrane;Cell projection, lamellipodium membrane",u,receptor
AF-Q9Y2C5-F1-model_v4,SLC17A4,Q9Y2C5,Apical cell membrane;Cell membrane,u,receptor
AF-Q9Y2C9-F1-model_v4,TLR6,Q9Y2C9,"Cell membrane;Cytoplasmic vesicle, phagosome membrane;Membrane raft;Golgi apparatus",c,receptor
AF-Q9Y2E5-F1-model_v4,MAN2B2,Q9Y2E5,Secreted,u,ligand
AF-Q9Y2G0-F1-model_v4,EFR3B,Q9Y2G0,"Cell membrane;Cytoplasm, cytosol",u,receptor
AF-Q9Y2G8-F1-model_v4,DNAJC16,Q9Y2G8,Membrane,u,receptor
AF-Q9Y2H0-F1-model_v4,DLGAP4,Q9Y2H0,Membrane,u,receptor
AF-Q9Y2H1-F1-model_v4,STK38L,Q9Y2H1,"Cytoplasm;Cytoplasm, cytoskeleton;Membrane",u,receptor
AF-Q9Y2H2-F1-model_v4,INPP5F,Q9Y2H2,"Membrane, clathrin-coated pit;Early endosome;Recycling endosome",u,receptor
AF-Q9Y2H9-F1-model_v4,MAST1,Q9Y2H9,"Cell membrane;Cytoplasm, cytoskeleton;Cell projection, axon;Cell projection, dendrite",u,receptor
AF-Q9Y2I1-F1-model_v4,NISCH,Q9Y2I1,Cell membrane;Cytoplasm;Early endosome;Recycling endosome,u,receptor
AF-Q9Y2I2-F1-model_v4,NTNG1,Q9Y2I2,Cell membrane,c,ligand
AF-Q9Y2I9-F1-model_v4,TBC1D30,Q9Y2I9,Cell membrane,u,receptor
AF-Q9Y2J0-F1-model_v4,RPH3A,Q9Y2J0,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Cell projection, dendritic spine;Postsynaptic cell membrane;Membrane",c,ligand
AF-Q9Y2J2-F1-model_v4,EPB41L3,Q9Y2J2,"Cytoplasm, cytoskeleton;Cell junction;Cell membrane;Cytoplasm",u,receptor
AF-Q9Y2K9-F1-model_v4,STXBP5L,Q9Y2K9,Cytoplasm;Cell membrane;Membrane,u,receptor
AF-Q9Y2M5-F1-model_v4,KLHL20,Q9Y2M5,"Cytoplasm, perinuclear region;Nucleus;Golgi apparatus, trans-Golgi network;Cell projection, axon;Cell projection, dendrite",u,receptor
AF-Q9Y2P4-F1-model_v4,SLC27A6,Q9Y2P4,"Cell membrane, sarcolemma;Cell membrane",u,receptor
AF-Q9Y2P5-F1-model_v4,SLC27A5,Q9Y2P5,Endoplasmic reticulum membrane;Microsome;Cell membrane,u,receptor
AF-Q9Y2Q0-F1-model_v4,ATP8A1,Q9Y2Q0,"Cytoplasmic vesicle, secretory vesicle, chromaffin granule membrane;Cytoplasmic granule;Cell membrane;Endoplasmic reticulum;Golgi apparatus",u,receptor
AF-Q9Y2T5-F1-model_v4,GPR52,Q9Y2T5,Cell membrane,u,receptor
AF-Q9Y2T6-F1-model_v4,GPR55,Q9Y2T6,Cell membrane,u,receptor
AF-Q9Y2U2-F1-model_v4,KCNK7,Q9Y2U2,Membrane,u,receptor
AF-Q9Y2W3-F1-model_v4,SLC45A1,Q9Y2W3,Membrane,u,receptor
AF-Q9Y2W7-F1-model_v4,KCNIP3,Q9Y2W7,Cytoplasm;Cell membrane;Endoplasmic reticulum;Golgi apparatus;Nucleus,u,receptor
AF-Q9Y2X7-F1-model_v4,GIT1,Q9Y2X7,"Cytoplasm;Synapse;Presynapse;Postsynapse;Postsynaptic density;Cell junction, focal adhesion;Cell projection, lamellipodium;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton, spindle pole",u,receptor
AF-Q9Y2Y6-F1-model_v4,TMEM98,Q9Y2Y6,"Cell membrane;Secreted;Secreted, extracellular exosome;Endoplasmic reticulum membrane",u,ligand
AF-Q9Y2Z9-F1-model_v4,COQ6,Q9Y2Z9,Mitochondrion inner membrane;Golgi apparatus;Cell projection,u,receptor
AF-Q9Y328-F1-model_v4,NSG2,Q9Y328,"Membrane;Golgi apparatus, trans-Golgi network membrane;Cell projection, dendrite;Endosome membrane;Early endosome membrane;Late endosome membrane;Lysosome lumen;Cytoplasmic vesicle membrane;Golgi apparatus, Golgi stack membrane;Endosome, multivesicular body membrane",u,receptor
AF-Q9Y334-F1-model_v4,VWA7,Q9Y334,Secreted,u,ligand
AF-Q9Y336-F1-model_v4,SIGLEC9,Q9Y336,Membrane,u,receptor
AF-Q9Y337-F1-model_v4,KLK5,Q9Y337,Secreted,u,ligand
AF-Q9Y342-F1-model_v4,PLLP,Q9Y342,Membrane,u,receptor
AF-Q9Y345-F1-model_v4,SLC6A5,Q9Y345,Cell membrane,u,receptor
AF-Q9Y365-F1-model_v4,STARD10,Q9Y365,"Cell projection, cilium, flagellum;Cytoplasm;Membrane",u,receptor
AF-Q9Y366-F1-model_v4,IFT52,Q9Y366,"Cell projection, cilium",u,receptor
AF-Q9Y3A3-F1-model_v4,MOB4,Q9Y3A3,"Cytoplasm, perinuclear region;Membrane;Golgi apparatus, Golgi stack membrane",u,receptor
AF-Q9Y3A4-F1-model_v4,RRP7A,Q9Y3A4,"Nucleus, nucleolus;Cell projection, cilium;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",u,receptor
AF-Q9Y3A6-F1-model_v4,TMED5,Q9Y3A6,"Endoplasmic reticulum membrane;Golgi apparatus, cis-Golgi network membrane;Endoplasmic reticulum-Golgi intermediate compartment membrane",c,receptor
AF-Q9Y3E7-F1-model_v4,CHMP3,Q9Y3E7,"Cytoplasm, cytosol;Membrane;Endosome;Late endosome membrane",u,receptor
AF-Q9Y3L3-F1-model_v4,SH3BP1,Q9Y3L3,"Cell projection;Cell junction, tight junction;Cell junction, adherens junction;Cell projection, phagocytic cup;Nucleus;Cytoplasm, cytosol",u,receptor
AF-Q9Y3M8-F1-model_v4,STARD13,Q9Y3M8,Cytoplasm;Membrane;Mitochondrion membrane;Lipid droplet,u,receptor
AF-Q9Y3N9-F1-model_v4,OR2W1,Q9Y3N9,Cell membrane,u,receptor
AF-Q9Y3P4-F1-model_v4,RHBDD3,Q9Y3P4,Membrane,u,receptor
AF-Q9Y3P8-F1-model_v4,SIT1,Q9Y3P8,Cell membrane,u,receptor
AF-Q9Y3Q0-F1-model_v4,NAALAD2,Q9Y3Q0,Cell membrane,u,receptor
AF-Q9Y3Q4-F1-model_v4,HCN4,Q9Y3Q4,Cell membrane,u,receptor
AF-Q9Y3Q7-F1-model_v4,ADAM18,Q9Y3Q7,Membrane,u,receptor
AF-Q9Y3R0-F1-model_v4,GRIP1,Q9Y3R0,"Cytoplasmic vesicle;Perikaryon;Cell projection, dendrite;Cytoplasm;Endomembrane system;Postsynaptic cell membrane;Postsynaptic density;Endoplasmic reticulum membrane",u,receptor
AF-Q9Y3S1-F1-model_v4,WNK2,Q9Y3S1,Cytoplasm;Cell membrane,u,receptor
AF-Q9Y426-F1-model_v4,C2CD2,Q9Y426,Membrane,u,receptor
AF-Q9Y442-F1-model_v4,C22orf24,Q9Y442,Membrane,u,receptor
AF-Q9Y487-F1-model_v4,ATP6V0A2,Q9Y487,Cell membrane;Endosome membrane,u,receptor
AF-Q9Y490-F1-model_v4,TLN1,Q9Y490,"Cell projection, ruffle membrane;Cytoplasm, cytoskeleton;Cell surface;Cell junction, focal adhesion",c,ligand
AF-Q9Y493-F1-model_v4,ZAN,Q9Y493,Cell membrane,u,receptor
AF-Q9Y496-F1-model_v4,KIF3A,Q9Y496,"Cytoplasm, cytoskeleton;Cell projection, cilium;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole",u,receptor
AF-Q9Y4A9-F1-model_v4,OR10H1,Q9Y4A9,Cell membrane,u,receptor
